,index,pixelPlant,pixelPole,pixelLake,pixelRoad,pixelGrass,pixelWall,pixelCar,propertiesAsses,pixelSea,numCraigslistHouse,pixelRiver,pixelBus,pixelCeiling,pixelPath,pixelBuilding,crime,pixelFence,walkSchool,walkMbta,energySiteEUI,pixelPerson,pixelTree,pixelVan,walkPark,walkUniversity,pixelSidewalk,pixelGround,pixelMountain,pixelPalmTree,pixelHouse,pixelBridge,pixelSign,pixelRailing,pixelField,pixelWindow,pixelGrandstand,numCraigslistRoom,pixelSky,Latitude,Longitude,Address,Zip,RoomType,Bathrooms,SQFT,SQM,Price,PricePerSQM
3559,11916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.432884,-71.08246,2775,2148.0,1.0,1.0,1100.0,102.1933,1500.0,14.6780659789
3560,11918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.423252,-71.08219,2775,2148.0,3.0,2.0,1900.0,176.5157,3250.0,18.411959956
3561,11922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.41802,-71.0837,1907,2148.0,4.0,2.5,1475.0,137.031925,3000.0,21.8927085787
3562,11923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.42784,-71.05582,659,2148.0,2.0,1.0,1253.0,116.407459,1800.0,15.4629266497
3563,11924.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.43092,-71.07623,1676,2148.0,2.0,1.0,1000.0,92.903,1800.0,19.3750470921
3564,11925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.41819,-71.07729,1486,2148.0,3.0,1.0,1200.0,111.4836,2200.0,19.7338442605
3565,11929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.421185,-71.082954,717,2148.0,2.0,1.0,1772.0,164.624116,1850.0,11.2377216956
3566,11935.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.42787,-71.05401,1628,2148.0,2.0,2.0,1100.0,102.1933,2000.0,19.5707546385
3567,11937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.416378,-71.061745,521,2148.0,3.0,1.0,1500.0,139.3545,2100.0,15.0694810717
3568,11938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.425453,-71.06221,956,2148.0,2.0,2.0,1100.0,102.1933,1700.0,16.6351414427
3569,11942.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,393900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.43088,-71.025566,2775,2148.0,3.0,1.0,1250.0,116.12875,2300.0,19.8056036942
3570,11953.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,393900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.44261,-71.034676,2337,2148.0,1.0,1.0,1508.0,140.097724,1250.0,8.92234337797
3571,11960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.419292,-71.081985,2775,2148.0,1.0,1.0,700.0,65.0321,1400.0,21.5278301024
3572,11962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.430492,-71.07171,176,2148.0,6.0,1.5,3344.0,310.667632,2800.0,9.01284753089
3573,11965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.434933,-71.06808,2536,2148.0,1.0,1.0,700.0,65.0321,1400.0,21.5278301024
3574,11966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.423763,-71.08237,2415,2148.0,2.0,1.0,1650.0,153.28995,1900.0,12.3948112711
3575,11967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.420876,-71.06566,1040,2148.0,3.0,1.0,1600.0,148.6448,1950.0,13.1185214686
3576,11968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.41595,-71.07106,199,2148.0,2.0,1.0,900.0,83.6127,1850.0,22.125825383
3577,11969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.42787,-71.05401,1625,2148.0,2.0,2.0,1100.0,102.1933,1900.0,18.5922169066
3578,11970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.42787,-71.05401,1626,2148.0,2.0,2.0,1100.0,102.1933,1900.0,18.5922169066
3579,11971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.42787,-71.05401,1627,2148.0,2.0,2.0,1100.0,102.1933,1900.0,18.5922169066
3580,11979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.421467,-71.06309,1478,2148.0,5.0,1.0,2800.0,260.1284,2500.0,9.61063843856
3581,11980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.419277,-71.077835,2775,2148.0,2.0,1.0,1000.0,92.903,1600.0,17.2222640819
3582,11988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.433254,-71.07864,1443,2148.0,1.0,1.0,1100.0,102.1933,1775.0,17.3690447417
3583,11989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.428455,-71.06116,1064,2148.0,2.0,2.0,1600.0,148.6448,2600.0,17.4913619582
3584,11990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.42827,-71.07334,125,2148.0,2.0,2.0,725.0,67.354675,2000.0,29.6935587619
3585,11991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.42827,-71.07334,124,2148.0,1.0,1.0,660.0,61.31598,2000.0,32.6179243975
3586,11996.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,393900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.434834,-71.038155,2696,2148.0,2.0,2.0,1050.0,97.54815,1975.0,20.2464116439
3587,12013.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,393900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.434834,-71.038155,2697,2148.0,2.0,2.0,1050.0,97.54815,2000.0,20.5026953356
3591,12022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.415207,-71.06362,685,2149.0,3.0,1.0,1150.0,106.83845,1950.0,18.2518559564
3592,12023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.412952,-71.06568,1963,2149.0,2.0,2.5,1559.0,144.835777,2150.0,14.8443985632
3593,12024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.414497,-71.061485,835,2149.0,3.0,2.5,1458.0,135.452574,2350.0,17.3492457958
3594,12026.0,0.0,0.109,20.2,1.192,0.0,18.39,0.005,0.0,1.69,0.0,1.387,0.0,12.81,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.005,0.149,0.0,2.0,1.0,0.0,0.785,0.075,0.0,0.0,7.963,0.142,0.158,0.038,5.917,0.787,0.0,1.904,42.41364,-71.047165,2290,2149.0,4.0,1.0,1200.0,111.4836,1950.0,17.4913619582
3595,12030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.40409,-71.06441,2766,2149.0,4.0,1.0,2000.0,185.806,2000.0,10.7639150512
3596,12031.0,0.0,0.109,20.2,1.192,0.0,18.39,0.005,0.0,1.69,0.0,1.387,0.0,12.81,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.005,0.149,0.0,2.0,1.0,0.0,0.785,0.075,0.0,0.0,7.963,0.142,0.158,0.038,5.917,0.787,0.0,1.904,42.412495,-71.04859,2192,2149.0,2.0,1.5,900.0,83.6127,1700.0,20.3318395411
3597,12036.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.420155,-71.0501,2120,2149.0,2.0,1.0,1100.0,102.1933,1750.0,17.1244103087
3598,12037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.412594,-71.04085,1028,2149.0,2.0,1.0,800.0,74.3224,1600.0,21.5278301024
3599,12041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.41512,-71.05384,2766,2149.0,2.0,1.0,1175.0,109.161025,1600.0,14.6572460271
3600,12043.0,0.0,0.109,20.2,1.192,0.0,18.39,0.005,0.0,1.69,0.0,1.387,0.0,12.81,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.005,0.149,0.0,2.0,1.0,0.0,0.785,0.075,0.0,0.0,7.963,0.142,0.158,0.038,5.917,0.787,0.0,1.904,42.41252,-71.04856,2766,2149.0,2.0,1.0,900.0,83.6127,1700.0,20.3318395411
3601,12047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.414814,-71.070076,369,2149.0,2.0,2.5,1629.0,151.338987,2510.0,16.5852834736
3602,12049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.40543,-71.06079,2766,2149.0,2.0,1.0,1200.0,111.4836,1900.0,17.0428654977
3603,12050.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.404346,-71.053795,1781,2149.0,2.0,1.0,1000.0,92.903,1800.0,19.3750470921
3604,12055.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.41176,-71.03769,2766,2149.0,2.0,2.0,1346.0,125.047438,2500.0,19.9924127994
3605,12056.0,0.0,0.109,20.2,1.192,0.0,18.39,0.005,0.0,1.69,0.0,1.387,0.0,12.81,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.005,0.149,0.0,2.0,1.0,0.0,0.785,0.075,0.0,0.0,7.963,0.142,0.158,0.038,5.917,0.787,0.0,1.904,42.41921,-71.04645,1298,2149.0,3.0,1.0,1100.0,102.1933,2300.0,22.5063678343
3606,12057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.403526,-71.06174,2766,2149.0,3.0,1.0,1350.0,125.41905,2700.0,21.5278301024
3607,12058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.411484,-71.064354,1441,2149.0,5.0,2.0,2000.0,185.806,3250.0,17.4913619582
3608,12062.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.40756,-71.03856,2766,2149.0,2.0,2.0,1175.0,109.161025,2100.0,19.2376354106
3609,12063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.401062,-71.06262,1805,2149.0,2.0,1.0,1100.0,102.1933,2495.0,24.4145164115
3610,12065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.414814,-71.070076,370,2149.0,2.0,2.5,1699.0,157.842197,2500.0,15.8386036657
3611,12066.0,0.0,0.109,20.2,1.192,0.0,18.39,0.005,0.0,1.69,0.0,1.387,0.0,12.81,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.005,0.149,0.0,2.0,1.0,0.0,0.785,0.075,0.0,0.0,7.963,0.142,0.158,0.038,5.917,0.787,0.0,1.904,42.417683,-71.04863,1930,2149.0,1.0,1.0,793.0,73.672079,1300.0,17.645762379
3622,12078.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,129200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.389698,-71.024994,667,2150.0,2.0,1.5,934.0,86.771402,1750.0,20.1679350531
3629,12085.0,0.0,0.109,20.2,1.192,0.0,18.39,0.005,0.0,1.69,0.0,1.387,0.0,12.81,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.005,0.149,0.0,2.0,1.0,0.0,0.785,0.075,0.0,0.0,7.963,0.142,0.158,0.038,5.917,0.787,0.0,1.904,42.38991,-71.04934,158,2150.0,2.0,2.0,1090.0,101.26427,2000.0,19.7503028462
3630,12086.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.40697,-71.034485,2152,2150.0,3.0,1.0,1600.0,148.6448,2400.0,16.1458725768
3631,12087.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.40697,-71.034485,2151,2150.0,3.0,1.0,1200.0,111.4836,2200.0,19.7338442605
3632,12088.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.39089,-71.03441,449,2150.0,3.0,1.0,1350.0,125.41905,2100.0,16.7438678574
3633,12089.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.39089,-71.03441,450,2150.0,3.0,1.0,1350.0,125.41905,2100.0,16.7438678574
3634,12094.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,393900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.40135,-71.02068,2690,2150.0,1.0,1.0,1350.0,125.41905,2399.0,19.1278757095
3635,12095.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.403965,-71.03843,2590,2150.0,2.0,1.0,9999.0,928.937097,1850.0,1.99152343681
3636,12096.0,0.0,0.109,20.2,1.192,0.0,18.39,0.005,0.0,1.69,0.0,1.387,0.0,12.81,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.005,0.149,0.0,2.0,1.0,0.0,0.785,0.075,0.0,0.0,7.963,0.142,0.158,0.038,5.917,0.787,0.0,1.904,42.38991,-71.04934,157,2150.0,2.0,2.0,1100.0,102.1933,1800.0,17.6136791747
3637,12097.0,0.0,0.109,20.2,1.192,0.0,18.39,0.005,0.0,1.69,0.0,1.387,0.0,12.81,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.005,0.149,0.0,2.0,1.0,0.0,0.785,0.075,0.0,0.0,7.963,0.142,0.158,0.038,5.917,0.787,0.0,1.904,42.389744,-71.04439,925,2150.0,2.0,2.0,1098.0,102.007494,2250.0,22.0572029737
3638,12098.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.396915,-71.032745,618,2150.0,1.0,1.0,4800.0,445.9344,800.0,1.79398584186
3639,12099.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.396976,-71.03272,753,2150.0,1.0,1.0,2300.0,213.6769,800.0,3.74397045259
3640,12100.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.396915,-71.032745,640,2150.0,1.0,1.0,2300.0,213.6769,800.0,3.74397045259
3641,12101.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,3739000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.39831,-71.02167,2174,2150.0,1.0,1.0,1000.0,92.903,2500.0,26.909787628
3642,12102.0,0.0,0.0,0.183,0.0,0.0,0.001,0.0,3739000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,42.39831,-71.02167,2175,2150.0,1.0,1.0,988.0,91.788164,2500.0,27.2366271538
