	bathrooms	last_sold_price	zestimate_amount	prices	property_size	zip	zestimate_valuation_range_high	long	tax_year	zestimate_value_change	latitude	status	zestimate_percentile	bedrooms	zestimate_last_updated	zillow_id	address	lat	last_sold_date	tax_value	zillow	year_built	zestimate_valuationRange_low	graph_data_link	home_size	longitude	home_detail_link	home_type	property	map_this_home_link
63	2.0			739,000		02125		-71.052714			42.3158	Condo For Sale	0	3	12/31/1969	2111738451	84 Romsey St # 3, Dorchester, MA	42.31579			0.0	1905			1871	-71.0527	http://www.zillow.com/homedetails/84-Romsey-St-3-Dorchester-MA-02125/2111738451_zpid/	Condominium	0.0	http://www.zillow.com/homes/2111738451_zpid/
64	3.0	1820000	2782086	2,600,000		02111	2976832	-71.0625369	2014	19143	42.353277	Condo For Sale	0	2	11/12/2016	61319774	1 Avery St APT 26D, Boston, MA	42.3532598	11/20/2006	1815860.0	0.0	2000	2642982	http://www.zillow.com/homedetails/1-Avery-St-APT-26D-Boston-MA-02111/61319774_zpid/#charts-and-data	2036	-71.062724	http://www.zillow.com/homedetails/1-Avery-St-APT-26D-Boston-MA-02111/61319774_zpid/	Condominium	0.0	http://www.zillow.com/homes/61319774_zpid/
65	4.0			549,900		02119		-71.068577			42.322223	Condo For Sale	0	3	12/31/1969	2096358559	33 Robey St # 33, Boston, MA	42.3222219			0.0	2016			1700	-71.06858	http://www.zillow.com/homedetails/33-Robey-St-33-Boston-MA-02119/2096358559_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096358559_zpid/
66	1.0	35000	303704	209,000	301	02115	321926	-71.0889961	2014	-9349	42.344498	Condo For Sale	0	1	11/12/2016	59177278	65 Burbank St APT 9, Boston, MA	42.3446128	11/05/1993	178500.0	0.0	1900	267260	http://www.zillow.com/homedetails/65-Burbank-St-APT-9-Boston-MA-02115/59177278_zpid/#charts-and-data	301	-71.088747	http://www.zillow.com/homedetails/65-Burbank-St-APT-9-Boston-MA-02115/59177278_zpid/	Condominium	0.0	http://www.zillow.com/homes/59177278_zpid/
67	1.0		620856	301,837		02127	651899	-71.04848			42.34055	Condo For Sale	0	2	11/12/2016	2096405198	281 W 2nd St APT 4-A, Boston, MA	42.3396181			0.0	1990	589813		880	-71.05009	http://www.zillow.com/homedetails/281-W-2nd-St-APT-4-A-Boston-MA-02127/2096405198_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096405198_zpid/
68	1.0	238000	365733	349,000	670	02135	384020	-71.1444333	2015	1262	42.342769	Condo For Sale	0	2	11/12/2016	59089324	1641 Commonwealth Ave APT 2, Boston, MA	42.3428216	04/23/2007	236300.0	0.0	1930	329160	http://www.zillow.com/homedetails/1641-Commonwealth-Ave-APT-2-Boston-MA-02135/59089324_zpid/#charts-and-data	670	-71.144279	http://www.zillow.com/homedetails/1641-Commonwealth-Ave-APT-2-Boston-MA-02135/59089324_zpid/	Condominium	0.0	http://www.zillow.com/homes/59089324_zpid/
69	1.0	284000	360378	344,900	625	02135	378397	-71.1526107	2014	10470	42.33817	Condo For Sale	0	1	11/12/2016	59094275	1872 Commonwealth Ave APT 11, Boston, MA	42.3381289	06/20/2014	201500.0	0.0	1940	342359	http://www.zillow.com/homedetails/1872-Commonwealth-Ave-APT-11-Boston-MA-02135/59094275_zpid/#charts-and-data	625	-71.152685	http://www.zillow.com/homedetails/1872-Commonwealth-Ave-APT-11-Boston-MA-02135/59094275_zpid/	Condominium	0.0	http://www.zillow.com/homes/59094275_zpid/
70	1.0	475000	557458	545,000		02129	585331	-71.060408	2015	37844	42.374821	Condo For Sale	0	2	11/12/2016	118324663	58 Winthrop St UNIT 2, Charlestown, MA	42.374807	10/17/2014	375600.0	0.0	1855	524011	http://www.zillow.com/homedetails/58-Winthrop-St-UNIT-2-Charlestown-MA-02129/118324663_zpid/#charts-and-data	710	-71.060417	http://www.zillow.com/homedetails/58-Winthrop-St-UNIT-2-Charlestown-MA-02129/118324663_zpid/	Condominium	0.0	http://www.zillow.com/homes/118324663_zpid/
71	1.0	449000	577834	549,000	1306	02129	606726	-71.0693704	2014	20668	42.383631	House For Sale	0	2	11/12/2016	59099478	506 Medford St, Boston, MA	42.3836208	05/30/2014	298800.0	0.0	1870	548942	http://www.zillow.com/homedetails/506-Medford-St-Boston-MA-02129/59099478_zpid/#charts-and-data	950	-71.069367	http://www.zillow.com/homedetails/506-Medford-St-Boston-MA-02129/59099478_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59099478_zpid/
72	1.0	364000	519127	499,000	18974736	02113	545083	-71.0514625	2014	8915	42.364924	Condo For Sale	0	1	11/12/2016	59164474	300 Commercial St APT 312, Boston, MA	42.365082	07/23/2010	325800.0	0.0	1900	493171	http://www.zillow.com/homedetails/300-Commercial-St-APT-312-Boston-MA-02109/59164474_zpid/#charts-and-data	642	-71.051129	http://www.zillow.com/homedetails/300-Commercial-St-APT-312-Boston-MA-02109/59164474_zpid/	Condominium	0.0	http://www.zillow.com/homes/59164474_zpid/
73	1.0		338671	319,000		02119	355605	-71.094161			42.32574	Condo For Sale	0	2	11/12/2016	2096405664	25 Fort Ave # 2, Boston, MA	42.32574			0.0	1899	321737		629	-71.094161	http://www.zillow.com/homedetails/25-Fort-Ave-2-Boston-MA-02119/2096405664_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096405664_zpid/
74	1.0	785000	852117	889,000		02116	894723	-71.0781117	2014	19391	42.353192	Condo For Sale	0	1	11/12/2016	59171233	133 Marlborough St APT 5, Boston, MA	42.3530431	05/15/2015	509800.0	0.0	1880	800990	http://www.zillow.com/homedetails/133-Marlborough-St-APT-5-Boston-MA-02116/59171233_zpid/#charts-and-data	779	-71.077645	http://www.zillow.com/homedetails/133-Marlborough-St-APT-5-Boston-MA-02116/59171233_zpid/	Condominium	0.0	http://www.zillow.com/homes/59171233_zpid/
75	1.0		570663	650,000	2178	02126	781808	-71.0702854			42.356771	Condo For Sale	0	2	11/12/2016	2124082385	15 River St, Boston, MA	42.2722434			0.0	1900	399464		800	-71.069972	http://www.zillow.com/homedetails/15-River-St-Mattapan-MA-02126/2124082385_zpid/	Condominium	0.0	http://www.zillow.com/homes/2124082385_zpid/
76	4.0	150000	620052	-1	8712	02124	657255	-71.0664819	2015	4680	42.283208	Auction	0	6	11/12/2016	59115215	34 Fuller St, Dorchester Center, MA	42.283208	05/10/1999	427300.0	0.0	1905	589049	http://www.zillow.com/homedetails/34-Fuller-St-Dorchester-Center-MA-02124/59115215_zpid/#charts-and-data	2924	-71.066482	http://www.zillow.com/homedetails/34-Fuller-St-Dorchester-Center-MA-02124/59115215_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59115215_zpid/
77	1.0		341956	315,000		02131	359054	-71.124836			42.279941	Condo For Sale	0	2	11/12/2016	2096386744	301 Poplar St # 3, Boston, MA	42.279942			0.0	1920	324858		861	-71.124839	http://www.zillow.com/homedetails/301-Poplar-St-3-Boston-MA-02131/2096386744_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096386744_zpid/
78	3.0	555000	656205	619,900	4356	02135	715263	-71.119067	2015	-67404	42.287941	Condo For Sale	0	3	11/12/2016	87795429	6 Larch Pl, Boston, MA	42.287941	12/23/2015	605900.0	0.0	2007	610271	http://www.zillow.com/homedetails/6-Larch-Pl-Boston-MA-02131/87795429_zpid/#charts-and-data	2000	-71.119067	http://www.zillow.com/homedetails/6-Larch-Pl-Boston-MA-02131/87795429_zpid/	Condominium	0.0	http://www.zillow.com/homes/87795429_zpid/
79	1.0	3500	839403	825,000		02109	881373	-71.0531165	2014	70168	42.361411	Condo For Sale	0	2	11/12/2016	59177774	78-80 Commercial St UNIT 2, Boston, MA	42.361445	07/22/2015	569400.0	0.0	1880	780645	http://www.zillow.com/homedetails/78-80-Commercial-St-UNIT-2-Boston-MA-02109/59177774_zpid/#charts-and-data	1052	-71.0532	http://www.zillow.com/homedetails/78-80-Commercial-St-UNIT-2-Boston-MA-02109/59177774_zpid/	Condominium	0.0	http://www.zillow.com/homes/59177774_zpid/
80	1.0	315000	220543	139,900		02124	240392	-71.088508	2014	-14657	42.283764	Condo For Sale	0	3	11/12/2016	81855922	42 Theodore St UNIT 3, Dorchester Center, MA	42.283727	12/29/2006	139900.0	0.0	1905	194078	http://www.zillow.com/homedetails/42-Theodore-St-UNIT-3-Dorchester-Center-MA-02124/81855922_zpid/#charts-and-data	993	-71.088506	http://www.zillow.com/homedetails/42-Theodore-St-UNIT-3-Dorchester-Center-MA-02124/81855922_zpid/	Condominium	0.0	http://www.zillow.com/homes/81855922_zpid/
81	4.0	160000	487839	299,000	7405	02124	512231	-71.070424	2014	43224	42.290796	Apartment For Sale	0	5	11/12/2016	59108880	30 Centre St, Dorchester Center, MA	42.290796	03/03/1998	367000.0	0.0	1920	453690	http://www.zillow.com/homedetails/30-Centre-St-Dorchester-Center-MA-02124/59108880_zpid/#charts-and-data	3167	-71.070424	http://www.zillow.com/homedetails/30-Centre-St-Dorchester-Center-MA-02124/59108880_zpid/	MultiFamily2To4	0.0	http://www.zillow.com/homes/59108880_zpid/
82	1.0		386547	379,000		02128	405874	-71.037814			42.372562	Condo For Sale	0	3	11/12/2016	2096385558	104 Paris St # 3, Boston, MA	42.372562			0.0	1910	363354		888	-71.037811	http://www.zillow.com/homedetails/104-Paris-St-3-Boston-MA-02128/2096385558_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096385558_zpid/
83	1.0		384434	369,000		02128	403656	-71.037814			42.372562	Condo For Sale	0	2	11/12/2016	2096385798	104 Paris St # 2, Boston, MA	42.372562			0.0	1910	365212		842	-71.037811	http://www.zillow.com/homedetails/104-Paris-St-2-Boston-MA-02128/2096385798_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096385798_zpid/
84	3.0	1030000	1514788	1,475,000	1479	02118	1590527	-71.0785899	2014	59837	42.340693	Condo For Sale	0	2	11/12/2016	59183184	4 Concord Sq UNIT 3, Boston, MA	42.3407689	12/02/2010	943000.0	0.0	1920	1439049	http://www.zillow.com/homedetails/4-Concord-Sq-UNIT-3-Boston-MA-02118/59183184_zpid/#charts-and-data	1479	-71.078326	http://www.zillow.com/homedetails/4-Concord-Sq-UNIT-3-Boston-MA-02118/59183184_zpid/	Condominium	0.0	http://www.zillow.com/homes/59183184_zpid/
85	2.0		548423	489,900	6098	02131	581328	-71.1240597	2014	-223636	42.273971	House For Sale	0	5	11/12/2016	59145535	331 Metropolitan Ave, Boston, MA	42.2740075		385500.0	0.0	1880	521002	http://www.zillow.com/homedetails/331-Metropolitan-Ave-Boston-MA-02131/59145535_zpid/#charts-and-data	2234	-71.124281	http://www.zillow.com/homedetails/331-Metropolitan-Ave-Boston-MA-02131/59145535_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59145535_zpid/
86	2.0		587117	539,000		02127	616473	-71.0347431			42.33465	Condo For Sale	0	3	11/12/2016	2096429009	743 E 4th St APT 301, South Boston, MA	42.3346347			0.0	1910	546019		1087	-71.03589	http://www.zillow.com/homedetails/743-E-4th-St-APT-301-South-Boston-MA-02127/2096429009_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096429009_zpid/
87	2.0	368000	590601	579,000		02127	620131	-71.0408755	2014	5902	42.336696	Condo For Sale	0	2	11/12/2016	81858908	2 Burnham Pl UNIT 2, Boston, MA	42.3366982	02/09/2006	380100.0	0.0	1905	561071	http://www.zillow.com/homedetails/2-Burnham-Pl-UNIT-2-Boston-MA-02127/81858908_zpid/#charts-and-data	927	-71.040939	http://www.zillow.com/homedetails/2-Burnham-Pl-UNIT-2-Boston-MA-02127/81858908_zpid/	Condominium	0.0	http://www.zillow.com/homes/81858908_zpid/
88	1.0	660000	828302	850,000	757	02115	886283	-71.084707	2014	37986	42.348758	Condo For Sale	0	1	11/12/2016	87793381	294 Newbury St UNIT 3C, Boston, MA	42.3487579	02/20/2013	618600.0	0.0	1900	753755	http://www.zillow.com/homedetails/294-Newbury-St-UNIT-3C-Boston-MA-02115/87793381_zpid/#charts-and-data	757	-71.084709	http://www.zillow.com/homedetails/294-Newbury-St-UNIT-3C-Boston-MA-02115/87793381_zpid/	Condominium	0.0	http://www.zillow.com/homes/87793381_zpid/
89	1.0	319000	447378	425,000	680	02127	469747	-71.048833	2014	-1215	42.332917	Condo For Sale	0	1	11/12/2016	59151618	47 Telegraph St APT 5, Boston, MA	42.332917	04/26/2013	287200.0	0.0	1910	425009	http://www.zillow.com/homedetails/47-Telegraph-St-APT-5-Boston-MA-02127/59151618_zpid/#charts-and-data	680	-71.048833	http://www.zillow.com/homedetails/47-Telegraph-St-APT-5-Boston-MA-02127/59151618_zpid/	Condominium	0.0	http://www.zillow.com/homes/59151618_zpid/
90	1.0		795986	897,500		02116	835785	-71.0777294		-181600	42.344754	House For Sale	0	2	11/12/2016	2141975969	9 Holyoke St, Boston, MA	42.3446503			0.0	1865	756187		825	-71.07758	http://www.zillow.com/homedetails/9-Holyoke-St-Boston-MA-02116/2141975969_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/2141975969_zpid/
91	1.0	445000	577825	549,900	435	02118	606716	-71.075926	2015	35018	42.33895	Condo For Sale	0	1	11/12/2016	71505258	469 Shawmut Ave APT 8, Boston, MA	42.33895	08/16/2013	394100.0	0.0	1912	537377	http://www.zillow.com/homedetails/469-Shawmut-Ave-APT-8-Boston-MA-02118/71505258_zpid/#charts-and-data	572	-71.075926	http://www.zillow.com/homedetails/469-Shawmut-Ave-APT-8-Boston-MA-02118/71505258_zpid/	Condominium	0.0	http://www.zillow.com/homes/71505258_zpid/
92	2.0		435566	449,000		02122	457344	-71.0539752			42.294403	Condo For Sale	0	3	11/12/2016	2096384561	24 Thelma Rd # 1, Boston, MA	42.2944203			0.0	1930	405076		1133	-71.05397	http://www.zillow.com/homedetails/24-Thelma-Rd-1-Boston-MA-02122/2096384561_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096384561_zpid/
93	2.0	324900	440179	369,000		02122	462188	-71.064475			42.30649	Condo For Sale	0	3	11/12/2016	2097255090	43 Fox St # 3, Boston, MA	42.306264	11/01/2016		0.0	1905	418170		1015	-71.06329	http://www.zillow.com/homedetails/43-Fox-St-3-Boston-MA-02122/2097255090_zpid/	Condominium	0.0	http://www.zillow.com/homes/2097255090_zpid/
94	2.0	537000	963859	899,000	12632	02130	1069883	-71.1287728	2014	236176	42.303465	House For Sale	0	3	11/12/2016	59135797	9 Lila Rd, Boston, MA	42.3034353	05/22/2002	503200.0	0.0	1930	906027	http://www.zillow.com/homedetails/9-Lila-Rd-Boston-MA-02130/59135797_zpid/#charts-and-data	1440	-71.128596	http://www.zillow.com/homedetails/9-Lila-Rd-Boston-MA-02130/59135797_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59135797_zpid/
95	6.0		2018614	1,999,000	3484	02120	2139731	-71.1009		1420279	42.326983	Apartment For Sale	0	12	11/12/2016	2100057638	17 Wensley St, Boston, MA	42.326983			0.0	2010	1877311		4489	-71.1009	http://www.zillow.com/homedetails/17-Wensley-St-Boston-MA-02120/2100057638_zpid/	MultiFamily2To4	0.0	http://www.zillow.com/homes/2100057638_zpid/
96	3.0		772863	749,000	10018	02132	842421	-71.157809			42.258456	House For Sale	0	4	11/12/2016	2096387898	46 Birchwood St, Boston, MA	42.258456			0.0	2016	649205		2700	-71.157809	http://www.zillow.com/homedetails/46-Birchwood-St-Boston-MA-02132/2096387898_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/2096387898_zpid/
97	1.0	145000	516621	405,000		02129	557951	-71.0626935	2014		42.373801	Condo For Sale	0	1	11/12/2016	2096428171	83 Main St APT 1, Boston, MA	42.3739175	08/28/1998	235900.0	0.0	1880	444294	http://www.zillow.com/homedetails/83-Main-St-APT-1-Boston-MA-02129/59101340_zpid/#charts-and-data	590	-71.062776	http://www.zillow.com/homedetails/83-Main-St-APT-1-Boston-MA-02129/2096428171_zpid/	Condominium	0.0	http://www.zillow.com/homes/2096428171_zpid/
98	1.0	257000	937275	929,000	1497	02210	984139	-71.0429848	2014	-108347	42.344982	Condo For Sale	0	1	11/12/2016	59148142	437 D St APT 6B, Boston, MA	42.3451734	06/18/1997	606200.0	0.0	1920	881038	http://www.zillow.com/homedetails/437-D-St-APT-6B-Boston-MA-02210/59148142_zpid/#charts-and-data	1497	-71.043535	http://www.zillow.com/homedetails/437-D-St-APT-6B-Boston-MA-02210/59148142_zpid/	Condominium	0.0	http://www.zillow.com/homes/59148142_zpid/
99	1.0	192500	202893	180,000		02119	219124	-71.086929	2015	-241495	42.264904	Condo For Sale	0	2	11/12/2016	67398512	25 Alpine St UNIT 23, Boston, MA	42.325876	11/05/2007	141500.0	0.0	1970	190719	http://www.zillow.com/homedetails/25-Alpine-St-UNIT-23-Boston-MA-02126/67398512_zpid/#charts-and-data	906	-71.101982	http://www.zillow.com/homedetails/25-Alpine-St-UNIT-23-Boston-MA-02126/67398512_zpid/	Condominium	0.0	http://www.zillow.com/homes/67398512_zpid/
100	2.0		402484	349,000		02122	426633	-71.064475			42.30649	Condo For Sale	0	3	11/12/2016	2097255105	43 Fox St # 1, Boston, MA	42.306264			0.0	1905	358211		1001	-71.06329	http://www.zillow.com/homedetails/43-Fox-St-1-Boston-MA-02122/2097255105_zpid/	Condominium	0.0	http://www.zillow.com/homes/2097255105_zpid/
101	2.0	140000	591351	589,000		02127	620919	-71.0272774	2014	19066	42.33423	Condo For Sale	0	2	11/12/2016	59212970	826 E 5th St APT 4, South Boston, MA	42.3341901	12/05/1997	399800.0	0.0	1900	561783	http://www.zillow.com/homedetails/826-E-5th-St-APT-4-South-Boston-MA-02127/59212970_zpid/#charts-and-data	920	-71.027296	http://www.zillow.com/homedetails/826-E-5th-St-APT-4-South-Boston-MA-02127/59212970_zpid/	Condominium	0.0	http://www.zillow.com/homes/59212970_zpid/
102	1.0	439900	532085	519,000		02129	558689	-71.0523825	2014	-30996	42.374939	Condo For Sale	0	1	11/12/2016	67396088	42 8th St APT 4209, Boston, MA	42.3750209	10/31/2006	336000.0	0.0	1899	494839	http://www.zillow.com/homedetails/42-8th-St-APT-4209-Boston-MA-02129/67396088_zpid/#charts-and-data	793	-71.053014	http://www.zillow.com/homedetails/42-8th-St-APT-4209-Boston-MA-02129/67396088_zpid/	Condominium	0.0	http://www.zillow.com/homes/67396088_zpid/
103	4.0	889900	975319	1,038,888	1376	02127	1024085	-71.0533254	2014	5784	42.336296	House For Sale	0	3	11/12/2016	120937095	109 Tudor St, Boston, MA	42.3362994	09/30/2015	456800.0	0.0	2012	916800	http://www.zillow.com/homedetails/109-Tudor-St-Boston-MA-02127/120937095_zpid/#charts-and-data	2070	-71.053321	http://www.zillow.com/homedetails/109-Tudor-St-Boston-MA-02127/120937095_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/120937095_zpid/
104	1.0		613128	579,000	1049	02129	656047	-71.0674315			42.381294	House For Sale	0	3	11/12/2016	2096429510	334 Bunker Hill St, Charlestown, MA	42.3812469			0.0	1845	582472		1421	-71.067425	http://www.zillow.com/homedetails/334-Bunker-Hill-St-Charlestown-MA-02129/2096429510_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/2096429510_zpid/
105	2.0	405000	634315	599,000	5662	02186	678717	-71.1116527	2014	95368	42.256967	House For Sale	0	4	11/12/2016	59124865	30 Carlson Rd, Hyde Park, MA	42.2569289	03/01/2010	344800.0	0.0	1965	589913	http://www.zillow.com/homedetails/30-Carlson-Rd-Hyde-Park-MA-02136/59124865_zpid/#charts-and-data	1962	-71.111672	http://www.zillow.com/homedetails/30-Carlson-Rd-Hyde-Park-MA-02136/59124865_zpid/	SingleFamily	0.0	http://www.zillow.com/homes/59124865_zpid/
106	1.0	195000	277396	314,900	926	02131	296814	-71.1215116	2014	-17138	42.287002	Condo For Sale	0	2	11/12/2016	87797343	187 Florence St APT 2R, Boston, MA	42.2870112	07/13/2007	174700.0	0.0	1920	244108	http://www.zillow.com/homedetails/187-Florence-St-APT-2R-Boston-MA-02131/87797343_zpid/#charts-and-data	806	-71.121505	http://www.zillow.com/homedetails/187-Florence-St-APT-2R-Boston-MA-02131/87797343_zpid/	Condominium	0.0	http://www.zillow.com/homes/87797343_zpid/
107	1.0	481500	652419	650,000	871	02114	691564	-71.0657206	2014	47010	42.359361	Condo For Sale	0	1	11/12/2016	59169428	31 Myrtle St APT 2, Boston, MA	42.3594204	07/01/2014	437300.0	0.0	1899	613274	http://www.zillow.com/homedetails/31-Myrtle-St-APT-2-Boston-MA-02114/59169428_zpid/#charts-and-data	655	-71.06564	http://www.zillow.com/homedetails/31-Myrtle-St-APT-2-Boston-MA-02114/59169428_zpid/	Condominium	0.0	http://www.zillow.com/homes/59169428_zpid/
108	2.0	529000	683174	680,000		02130	717333	-71.1050814	2014	-18419	42.319747	Condo For Sale	0	2	11/12/2016	71332405	83 Wyman St UNIT 2, Boston, MA	42.3197616	07/01/2013	384900.0	0.0	2005	649015	http://www.zillow.com/homedetails/83-Wyman-St-UNIT-2-Boston-MA-02130/71332405_zpid/#charts-and-data	1406	-71.105117	http://www.zillow.com/homedetails/83-Wyman-St-UNIT-2-Boston-MA-02130/71332405_zpid/	Condominium	0.0	http://www.zillow.com/homes/71332405_zpid/
109	1.0	547000	873299	897,500	825	02116	916964	-71.0777294	2015	9535	42.344754	Coming Soon	0	2	11/12/2016	59165219	9 Holyoke St # 4, Boston, MA	42.3446503	07/06/2004	621400.0	0.0	1865	829634	http://www.zillow.com/homedetails/9-Holyoke-St-4-Boston-MA-02116/59165219_zpid/#charts-and-data	825	-71.07758	http://www.zillow.com/homedetails/9-Holyoke-St-4-Boston-MA-02116/59165219_zpid/	Condominium	0.0	http://www.zillow.com/homes/59165219_zpid/
110	2.0	125000	474637	449,900	2500	02128	498369	-71.017793	2015	17025	42.384783	Apartment For Sale	0	6	11/12/2016	59122385	43 Wordsworth St, Boston, MA	42.384782	05/15/1990	279400.0	0.0	1899	403441	http://www.zillow.com/homedetails/43-Wordsworth-St-Boston-MA-02128/59122385_zpid/#charts-and-data	1894	-71.017793	http://www.zillow.com/homedetails/43-Wordsworth-St-Boston-MA-02128/59122385_zpid/	MultiFamily2To4	0.0	http://www.zillow.com/homes/59122385_zpid/
111	1.0	242000	460100	455,000	500	02215	487706	-71.0980333	2015	10127	42.341585	Condo For Sale	0	1	11/12/2016	59168174	131 Park Dr APT 12, Boston, MA	42.3416995	06/09/2006	274200.0	0.0	1910	377282	http://www.zillow.com/homedetails/131-Park-Dr-APT-12-Boston-MA-02215/59168174_zpid/#charts-and-data	500	-71.097823	http://www.zillow.com/homedetails/131-Park-Dr-APT-12-Boston-MA-02215/59168174_zpid/	Condominium	0.0	http://www.zillow.com/homes/59168174_zpid/
112	2.0		523514	509,000		02125	549690	-71.0614724			42.31253	Condo For Sale	0	2	11/12/2016	2115628012	71 Sawyer Ave # 2, Boston, MA	42.3125071			0.0	1900	486868		1079	-71.061454	http://www.zillow.com/homedetails/71-Sawyer-Ave-2-Boston-MA-02125/2115628012_zpid/	Condominium	0.0	http://www.zillow.com/homes/2115628012_zpid/
